Customer ID,Total_Revenue,Total_Orders,Total_Items,Avg_Order_Value,Segment
13648,1764.02,8,960,220.5025,Mid Value
13649,1678.88,6,863,279.81333333333333,Mid Value
13650,3288.0,10,1746,328.8,High Value
13651,226.85,3,62,75.61666666666666,Low Value
13652,2570.85,5,1570,514.17,Mid Value
13653,152.2,1,72,152.2,Low Value
13654,6308.0,11,4762,573.4545454545455,High Value
13655,2280.51,6,1225,380.08500000000004,Mid Value
13656,1078.85,4,862,269.7125,Mid Value
13657,382.14,2,209,191.07,Low Value
13658,6025.5,9,2171,669.5,High Value
13659,4894.88,12,2539,407.9066666666667,High Value
13660,314.59,1,137,314.59,Low Value
13661,325.24,1,118,325.24,Low Value
13662,2250.11,11,1179,204.55545454545455,Mid Value
13663,2047.51,5,893,409.502,Mid Value
13665,1711.6599999999999,3,1652,570.5533333333333,Mid Value
13666,127.89999999999999,5,54,25.58,Low Value
13667,305.02,1,154,305.02,Low Value
13668,13089.94,35,6133,373.9982857142857,VIP
13669,413.55,3,393,137.85,Low Value
13670,349.7,1,282,349.7,Low Value
13671,194.95,1,107,194.95,Low Value
13672,419.92,3,138,139.97333333333333,Low Value
13673,396.92,2,119,198.46,Low Value
13674,240.68,1,102,240.68,Low Value
13675,486.82000000000005,2,330,243.41000000000003,Low Value
13676,243.9,2,104,121.95,Low Value
13677,556.1899999999999,2,218,278.09499999999997,Mid Value
13678,232.6,1,924,232.6,Low Value
13679,281.26,3,102,93.75333333333333,Low Value
13680,11435.67,12,5252,952.9725,VIP
13681,827.83,4,360,206.9575,Mid Value
13682,59.5,1,10,59.5,Low Value
13683,258.6,1,180,258.6,Low Value
13684,596.98,4,235,149.245,Mid Value
13685,3119.44,7,5056,445.63428571428574,High Value
13686,409.04,3,378,136.34666666666666,Low Value
13687,11880.84,1,87167,11880.84,VIP
13688,375.5,1,130,375.5,Low Value
13689,1259.5,2,722,629.75,Mid Value
13690,172.25,1,67,172.25,Low Value
13691,212.78,1,145,212.78,Low Value
13692,3114.4,5,2101,622.88,High Value
13693,2011.82,9,880,223.53555555555556,Mid Value
13694,196482.81,143,189205,1374.0056643356643,VIP
13695,2770.73,16,1791,173.170625,Mid Value
13696,2020.4,3,552,673.4666666666667,Mid Value
13697,151.29999999999998,1,177,151.29999999999998,Low Value
13698,465.53000000000003,2,231,232.76500000000001,Low Value
13699,764.15,2,219,382.075,Mid Value
13700,2613.46,13,2809,201.03538461538463,Mid Value
13701,161.0,1,80,161.0,Low Value
13702,135.18,1,74,135.18,Low Value
13703,425.56,2,128,212.78,Low Value
13704,2308.06,9,1531,256.4511111111111,Mid Value
13705,2035.33,7,1009,290.76142857142855,Mid Value
13706,631.17,2,301,315.585,Mid Value
13707,3365.86,5,2210,673.172,High Value
13708,296.88,1,306,296.88,Low Value
13709,7591.75,18,4130,421.7638888888889,High Value
13710,509.52,3,336,169.84,Mid Value
13711,1792.26,9,819,199.14,Mid Value
13712,766.42,2,1128,383.21,Mid Value
13713,743.26,3,286,247.75333333333333,Mid Value
13714,161.35,1,50,161.35,Low Value
13715,8483.29,17,4934,499.01705882352945,High Value
13716,138.28,1,138,138.28,Low Value
13717,1763.3,8,2144,220.4125,Mid Value
13718,306.55,2,173,153.275,Low Value
13719,2815.25,11,1599,255.9318181818182,Mid Value
13720,799.9,4,501,199.975,Mid Value
13721,741.54,2,512,370.77,Mid Value
13722,5635.41,10,3059,563.5409999999999,High Value
13723,1209.2,6,629,201.53333333333333,Mid Value
13724,213.01,1,130,213.01,Low Value
13725,1980.56,8,806,247.57,Mid Value
13726,1079.6599999999999,2,1054,539.8299999999999,Mid Value
13727,1080.05,8,370,135.00625,Mid Value
13728,2855.17,16,1269,178.448125,Mid Value
13729,724.73,3,419,241.57666666666668,Mid Value
13730,752.6,2,488,376.3,Mid Value
13731,610.59,2,278,305.295,Mid Value
13732,491.86,1,498,491.86,Low Value
13733,487.03000000000003,2,335,243.51500000000001,Low Value
13734,6701.640000000001,4,303,1675.4100000000003,High Value
13735,9813.22,13,4158,754.8630769230768,High Value
13736,2766.21,7,1552,395.17285714285714,Mid Value
13737,339.59999999999997,1,125,339.59999999999997,Low Value
13738,440.93,1,240,440.93,Low Value
13739,292.2,2,76,146.1,Low Value
13740,1597.77,5,991,319.554,Mid Value
13741,668.4300000000001,3,218,222.81000000000003,Mid Value
13742,3131.02,12,1124,260.91833333333335,High Value
13743,1341.6,7,1776,191.65714285714284,Mid Value
13744,1156.36,2,1249,578.18,Mid Value
13745,777.36,2,1146,388.68,Mid Value
13746,176.69,1,83,176.69,Low Value
13747,249.39999999999998,2,68,124.69999999999999,Low Value
13748,2268.35,9,1108,252.0388888888889,Mid Value
13750,3602.1800000000003,11,1370,327.4709090909091,High Value
13751,296.25,1,152,296.25,Low Value
13752,1590.73,7,1007,227.24714285714285,Mid Value
13753,2094.57,4,1450,523.6425,Mid Value
13754,447.05,3,315,149.01666666666668,Low Value
13755,2161.35,9,1264,240.14999999999998,Mid Value
13756,9207.5,23,5441,400.32608695652175,High Value
13757,195.55,1,54,195.55,Low Value
13758,9416.98,15,5068,627.7986666666667,High Value
13759,659.4100000000001,2,287,329.70500000000004,Mid Value
13760,1363.6399999999999,5,623,272.72799999999995,Mid Value
13761,1952.17,6,1079,325.3616666666667,Mid Value
13762,2472.48,5,2608,494.496,Mid Value
13763,5217.4400000000005,3,3224,1739.1466666666668,High Value
13764,2953.26,6,2099,492.21000000000004,Mid Value
13765,352.821,1,297,352.821,Low Value
13766,190.35,1,137,190.35,Low Value
13767,35540.53,73,15235,486.85657534246576,VIP
13768,875.97,2,373,437.985,Mid Value
13769,5800.42,20,2574,290.021,High Value
13770,785.37,4,468,196.3425,Mid Value
13771,5728.82,9,3140,636.5355555555556,High Value
13772,3114.22,8,1456,389.2775,High Value
13773,301.54,2,174,150.77,Low Value
13774,345.0,1,192,345.0,Low Value
13775,1049.66,1,455,1049.66,Mid Value
13776,623.98,2,2,311.99,Mid Value
13777,56478.42,61,26742,925.875737704918,VIP
13778,1124.49,4,511,281.1225,Mid Value
13779,161.13,1,53,161.13,Low Value
13780,735.82,3,481,245.27333333333334,Mid Value
13781,778.83,3,300,259.61,Mid Value
13782,1793.72,13,649,137.97846153846154,Mid Value
13783,1542.09,4,3437,385.5225,Mid Value
13784,2910.23,14,2827,207.87357142857144,Mid Value
13785,542.49,4,151,135.6225,Mid Value
13786,3358.94,6,1652,559.8233333333334,High Value
13787,1222.5,6,998,203.75,Mid Value
13788,3.75,1,1,3.75,Low Value
13789,239.45999999999998,1,258,239.45999999999998,Low Value
13790,348.8,1,748,348.8,Low Value
13791,1516.0,2,1200,758.0,Mid Value
13792,383.95,3,156,127.98333333333333,Low Value
13793,96.0,1,52,96.0,Low Value
13794,126.03,1,63,126.03,Low Value
13795,836.3,4,1250,209.075,Mid Value
13796,289.7,1,218,289.7,Low Value
13797,1179.45,3,573,393.15000000000003,Mid Value
13798,75836.87,110,48347,689.4260909090908,VIP
13799,2803.57,9,1539,311.5077777777778,Mid Value
13800,1679.56,3,891,559.8533333333334,Mid Value
13801,324.8,1,168,324.8,Low Value
13802,26259.11,19,14129,1382.0584210526315,VIP
13803,1338.91,3,831,446.30333333333334,Mid Value
13804,3208.52,9,1833,356.5022222222222,High Value
13805,924.6,2,1900,462.3,Mid Value
13806,256.38,1,56,256.38,Low Value
13807,534.8,3,152,178.26666666666665,Mid Value
13808,1747.66,5,782,349.53200000000004,Mid Value
13809,679.7,3,281,226.5666666666667,Mid Value
13810,1499.01,3,312,499.67,Mid Value
13811,814.5,3,68,271.5,Mid Value
13812,539.0,3,333,179.66666666666666,Mid Value
13813,2765.47,8,1292,345.68375,Mid Value
13814,2257.32,3,1214,752.44,Mid Value
13815,7475.74,8,5381,934.4675,High Value
13816,571.6700000000001,2,269,285.83500000000004,Mid Value
13817,382.98,2,211,191.49,Low Value
13818,61.28,1,60,61.28,Low Value
13819,2642.35,6,2309,440.39166666666665,Mid Value
13820,660.65,3,287,220.21666666666667,Mid Value
13821,1410.73,6,483,235.12166666666667,Mid Value
13822,632.0,2,611,316.0,Mid Value
13823,3403.4500000000003,7,1564,486.2071428571429,High Value
13824,3314.76,12,1442,276.23,High Value
13825,255.59,2,182,127.795,Low Value
13826,189.5,1,82,189.5,Low Value
13827,412.05,3,141,137.35,Low Value
13828,209.49,1,311,209.49,Low Value
13829,102.0,1,12,102.0,Low Value
13830,156.85000000000002,1,47,156.85000000000002,Low Value
13831,7023.58,18,2557,390.19888888888886,High Value
13832,613.6899999999999,2,422,306.84499999999997,Mid Value
13833,701.36,2,244,350.68,Mid Value
13834,324.19,2,221,162.095,Low Value
13835,1095.27,7,520,156.46714285714285,Mid Value
13836,620.37,2,273,310.185,Mid Value
13837,271.24,2,183,135.62,Low Value
13838,1966.09,10,794,196.60899999999998,Mid Value
13839,139.95000000000002,1,25,139.95000000000002,Low Value
13840,651.4,1,358,651.4,Mid Value
13841,85.0,1,100,85.0,Low Value
13842,5629.91,18,2879,312.7727777777778,High Value
13843,319.75,1,145,319.75,Low Value
13844,361.62,1,196,361.62,Low Value
13845,312.98,1,182,312.98,Low Value
13846,1307.79,4,705,326.9475,Mid Value
13847,310.72,1,96,310.72,Low Value
13848,3335.0,8,10200,416.875,High Value
13849,3469.3,5,1883,693.86,High Value
13850,1595.48,1,944,1595.48,Mid Value
13851,4606.46,8,2525,575.8075,High Value
13852,187.35000000000002,1,85,187.35000000000002,Low Value
13853,1090.14,1,312,1090.14,Mid Value
13854,12253.96,39,3710,314.2041025641025,VIP
13855,1310.3400000000001,4,575,327.58500000000004,Mid Value
13856,1142.03,11,1105,103.82090909090908,Mid Value
13857,1001.01,6,782,166.835,Mid Value
13858,216.17,1,75,216.17,Low Value
13859,515.86,2,167,257.93,Mid Value
13860,1245.9,5,591,249.18,Mid Value
13861,273.26,2,225,136.63,Low Value
13862,2556.09,9,1927,284.01,Mid Value
13863,1239.55,4,553,309.8875,Mid Value
13864,662.4000000000001,1,192,662.4000000000001,Mid Value
13865,501.56,4,204,125.39,Mid Value
13866,145.67000000000002,1,57,145.67000000000002,Low Value
13867,1015.29,3,513,338.43,Mid Value
13868,3192.54,2,1964,1596.27,High Value
13869,8111.57,10,4358,811.1569999999999,High Value
13870,5712.08,15,3449,380.80533333333335,High Value
13871,7885.85,17,3502,463.8735294117647,High Value
13872,919.57,3,339,306.52333333333337,Mid Value
13873,1038.92,8,472,129.865,Mid Value
13874,2049.15,7,864,292.7357142857143,Mid Value
13875,4814.37,14,3072,343.88357142857143,High Value
13876,122.7,1,36,122.7,Low Value
13877,449.68,3,478,149.89333333333335,Low Value
13878,2473.06,4,959,618.265,Mid Value
13879,395.5,1,204,395.5,Low Value
13880,4391.66,17,2589,258.33294117647057,High Value
13881,45179.1,43,29760,1050.6767441860466,VIP
13882,1191.13,5,953,238.22600000000003,Mid Value
13883,6560.02,15,3584,437.3346666666667,High Value
13884,1888.48,10,797,188.848,Mid Value
13885,506.8,2,182,253.4,Mid Value
13886,243.56,1,126,243.56,Low Value
13887,349.55,1,147,349.55,Low Value
13888,2169.05,7,903,309.86428571428576,Mid Value
13889,1991.23,6,979,331.87166666666667,Mid Value
13890,2927.38,14,1392,209.09857142857143,Mid Value
13891,863.5600000000001,3,479,287.85333333333335,Mid Value
13892,1267.6499999999999,6,3125,211.27499999999998,Mid Value
13893,821.1,1,190,821.1,Mid Value
13894,564.62,3,354,188.20666666666668,Mid Value
13895,4008.52,6,2060,668.0866666666667,High Value
13896,388.55,1,149,388.55,Low Value
13897,1160.72,3,820,386.9066666666667,Mid Value
13898,686.4,2,544,343.2,Mid Value
13899,388.52,2,156,194.26,Low Value
13900,1610.59,6,938,268.4316666666667,Mid Value
13901,5676.34,15,3344,378.42266666666666,High Value
13902,34095.26,5,220600,6819.052000000001,VIP
13903,165.45000000000002,1,103,165.45000000000002,Low Value
13904,332.64,2,332,166.32,Low Value
13905,312.65,1,135,312.65,Low Value
13906,42.0,1,100,42.0,Low Value
13907,136.8,1,68,136.8,Low Value
13908,2369.55,4,1478,592.3875,Mid Value
13909,286.6,2,302,143.3,Low Value
13911,4234.99,20,4487,211.74949999999998,High Value
13912,124.95,1,29,124.95,Low Value
13913,42.22,1,10,42.22,Low Value
13914,626.45,2,380,313.225,Mid Value
13915,70.80000000000001,1,24,70.80000000000001,Low Value
13916,1275.81,4,673,318.9525,Mid Value
13917,272.04,2,228,136.02,Low Value
13918,1212.8400000000001,2,1140,606.4200000000001,Mid Value
13919,1360.68,4,1133,340.17,Mid Value
13920,1774.68,4,1772,443.67,Mid Value
13921,730.7,4,210,182.675,Mid Value
13922,865.2,3,467,288.40000000000003,Mid Value
13923,351.13,1,185,351.13,Low Value
13924,1838.8500000000001,6,1575,306.475,Mid Value
13925,678.25,4,331,169.5625,Mid Value
13926,223.85000000000002,1,104,223.85000000000002,Low Value
13927,708.26,2,463,354.13,Mid Value
13928,464.57,4,129,116.1425,Low Value
13929,3494.1,11,1566,317.6454545454545,High Value
13930,337.34,2,274,168.67,Low Value
13931,5257.38,11,3488,477.94363636363636,High Value
13932,307.4,1,72,307.4,Low Value
13933,608.7900000000001,2,205,304.39500000000004,Mid Value
13934,922.1,1,390,922.1,Mid Value
13935,6116.92,3,2252,2038.9733333333334,High Value
13936,939.66,3,661,313.21999999999997,Mid Value
13937,880.13,2,587,440.065,Mid Value
13938,71.66,1,70,71.66,Low Value
13939,1560.96,7,1608,222.99428571428572,Mid Value
13940,839.14,4,516,209.785,Mid Value
13941,11122.300000000001,15,5426,741.4866666666668,VIP
13942,320.0,1,1000,320.0,Low Value
13943,246.54,1,94,246.54,Low Value
13944,200.43,1,153,200.43,Low Value
13945,854.15,2,413,427.075,Mid Value
13946,1876.23,6,2847,312.705,Mid Value
13947,90.6,1,44,90.6,Low Value
13948,548.76,4,248,137.19,Mid Value
13949,2427.32,6,2474,404.55333333333334,Mid Value
13950,745.06,4,323,186.265,Mid Value
13951,674.45,3,459,224.8166666666667,Mid Value
13952,12823.521,14,5947,915.9657857142857,VIP
13953,6640.68,12,5224,553.39,High Value
13954,439.92,2,150,219.96,Low Value
13955,545.17,3,274,181.72333333333333,Mid Value
13956,1026.42,5,491,205.28400000000002,Mid Value
13957,458.25,3,157,152.75,Low Value
13958,4709.2300000000005,8,2264,588.6537500000001,High Value
13959,1076.18,6,700,179.36333333333334,Mid Value
13960,230.22,2,142,115.11,Low Value
13961,538.4,1,226,538.4,Mid Value
13962,362.8,3,160,120.93333333333334,Low Value
13963,3011.87,17,2061,177.16882352941175,High Value
13964,438.9,2,228,219.45,Low Value
13965,996.61,3,425,332.2033333333333,Mid Value
13966,390.86,1,772,390.86,Low Value
13967,166.3,2,66,83.15,Low Value
13968,123.66,1,174,123.66,Low Value
13969,13365.87,35,6817,381.882,VIP
13970,846.55,2,469,423.275,Mid Value
13971,4667.57,14,3084,333.3978571428571,High Value
13972,190.25,2,187,95.125,Low Value
13973,264.7,1,109,264.7,Low Value
13974,677.72,2,356,338.86,Mid Value
13975,5358.84,12,3934,446.57,High Value
13976,1192.36,4,452,298.09,Mid Value
13977,519.8100000000001,1,303,519.8100000000001,Mid Value
13978,196.79000000000002,2,315,98.39500000000001,Low Value
13979,3416.23,7,2296,488.03285714285715,High Value
13980,799.92,5,477,159.98399999999998,Mid Value
13981,331.14,1,234,331.14,Low Value
13982,4445.59,9,2736,493.95444444444445,High Value
13983,7108.45,21,4157,338.497619047619,High Value
13984,2048.6,12,1421,170.71666666666667,Mid Value
13985,10020.86,22,4936,455.49363636363637,VIP
13986,320.46,1,430,320.46,Low Value
13987,682.54,2,492,341.27,Mid Value
13988,4757.8,8,3385,594.725,High Value
13989,2026.06,5,2207,405.212,Mid Value
13990,311.3,1,190,311.3,Low Value
13991,855.97,6,998,142.66166666666666,Mid Value
13992,219.5,3,154,73.16666666666667,Low Value
13993,6775.71,19,2135,356.6163157894737,High Value
13994,2313.14,6,940,385.5233333333333,Mid Value
13995,3902.01,14,2359,278.71500000000003,High Value
13996,895.76,2,613,447.88,Mid Value
13997,382.31,3,146,127.43666666666667,Low Value
13998,566.7,3,204,188.9,Mid Value
13999,9502.26,29,5043,327.6641379310345,High Value
14000,2046.3400000000001,5,1838,409.26800000000003,Mid Value
14001,4530.09,9,1873,503.34333333333336,High Value
14002,529.73,2,877,264.865,Mid Value
14003,209.41,1,149,209.41,Low Value
14004,6258.45,11,3425,568.9499999999999,High Value
14005,2874.72,5,2478,574.944,Mid Value
14006,2196.67,7,2181,313.81,Mid Value
14007,79.48,1,16,79.48,Low Value
14008,509.04,1,326,509.04,Mid Value
14009,1099.91,3,951,366.6366666666667,Mid Value
14010,445.15,2,177,222.575,Low Value
14011,457.82,2,644,228.91,Low Value
14012,328.8,1,160,328.8,Low Value
14013,1084.57,5,775,216.914,Mid Value
14014,1948.21,3,2004,649.4033333333333,Mid Value
14015,917.34,1,378,917.34,Mid Value
14016,11403.41,11,5722,1036.6736363636364,VIP
14017,229.75,1,73,229.75,Low Value
14018,367.15000000000003,1,224,367.15000000000003,Low Value
14019,1421.61,3,1037,473.86999999999995,Mid Value
14020,1249.01,4,648,312.2525,Mid Value
14021,1716.58,7,878,245.22571428571428,Mid Value
14022,792.15,2,681,396.075,Mid Value
14023,584.07,2,345,292.035,Mid Value
14024,645.74,3,238,215.24666666666667,Mid Value
14025,4057.9,8,1914,507.2375,High Value
14026,713.11,2,427,356.555,Mid Value
14027,104.82,1,62,104.82,Low Value
14028,10396.5,3,7170,3465.5,VIP
14029,467.66,2,198,233.83,Low Value
14030,8262.29,20,4350,413.1145,High Value
14031,40999.17,44,14507,931.7993181818182,VIP
14032,4850.2699999999995,16,3916,303.14187499999997,High Value
14033,109.44,1,576,109.44,Low Value
14034,651.8199999999999,3,423,217.2733333333333,Mid Value
14035,2856.72,9,1419,317.4133333333333,Mid Value
14036,626.65,1,268,626.65,Mid Value
14037,836.95,6,590,139.49166666666667,Mid Value
14038,3069.88,5,1708,613.976,High Value
14039,267.28000000000003,2,192,133.64000000000001,Low Value
14040,12645.57,35,5044,361.30199999999996,VIP
14041,141.41,1,94,141.41,Low Value
14042,431.98,1,180,431.98,Low Value
14043,304.25,2,153,152.125,Low Value
14044,3123.1,10,2126,312.31,High Value
14045,11313.029999999999,16,4587,707.0643749999999,VIP
14046,154.99,1,460,154.99,Low Value
14047,4255.03,14,1649,303.93071428571426,High Value
14048,748.69,3,467,249.56333333333336,Mid Value
14049,13239.03,13,8609,1018.3869230769232,VIP
14050,746.36,2,689,373.18,Mid Value
14051,22434.0,37,5947,606.3243243243244,VIP
14052,480.81,2,187,240.405,Low Value
14053,572.3,4,490,143.075,Mid Value
14054,92.46,1,62,92.46,Low Value
14055,1520.96,3,720,506.9866666666667,Mid Value
14056,8214.65,23,4273,357.1586956521739,High Value
14057,8408.84,22,6485,382.22,High Value
14058,469.19,2,211,234.595,Low Value
14059,183.6,1,128,183.6,Low Value
14060,9519.08,30,8119,317.30266666666665,High Value
14061,917.4300000000001,3,133,305.81,Mid Value
14062,25604.2,24,12799,1066.8416666666667,VIP
14063,22710.2,9,3850,2523.355555555556,VIP
14064,3332.42,15,3977,222.16133333333335,High Value
14065,891.02,3,582,297.00666666666666,Mid Value
14066,152.55,1,45,152.55,Low Value
14067,374.7,2,361,187.35,Low Value
14068,1528.3700000000001,4,513,382.09250000000003,Mid Value
14069,230.06,2,59,115.03,Low Value
14070,326.55,1,86,326.55,Low Value
14071,1438.82,8,995,179.8525,Mid Value
14072,390.85,1,65,390.85,Low Value
14073,151.04,1,130,151.04,Low Value
14074,219.39999999999998,1,228,219.39999999999998,Low Value
14075,1734.87,6,1494,289.145,Mid Value
14076,122.47,1,81,122.47,Low Value
14077,615.0799999999999,6,376,102.51333333333332,Mid Value
14078,1692.6299999999999,9,618,188.07,Mid Value
14079,618.73,2,302,309.365,Mid Value
14080,1115.68,5,268,223.13600000000002,Mid Value
14081,5370.1,10,3712,537.01,High Value
14082,413.36,2,246,206.68,Low Value
14083,1407.26,11,966,127.93272727272728,Mid Value
14084,150.5,1,306,150.5,Low Value
14085,10104.97,33,6564,306.2112121212121,VIP
14086,39.95,1,1,39.95,Low Value
14087,846.22,3,727,282.0733333333333,Mid Value
14088,64036.8,16,15276,4002.3,VIP
14089,161.0,1,134,161.0,Low Value
14090,76.32000000000001,1,72,76.32000000000001,Low Value
14091,9530.08,2,3316,4765.04,High Value
14092,7229.45,24,3606,301.2270833333333,High Value
14093,442.85,1,406,442.85,Low Value
14094,335.22,1,177,335.22,Low Value
14095,2.95,1,1,2.95,Low Value
14096,65164.79,17,16352,3833.2229411764706,VIP
14097,422.85999999999996,2,352,211.42999999999998,Low Value
14098,147.35,1,104,147.35,Low Value
14099,5765.71,20,3670,288.2855,High Value
14100,194.9,1,64,194.9,Low Value
14101,9961.93,13,10542,766.3023076923077,High Value
14102,1360.28,5,961,272.056,Mid Value
14104,771.5799999999999,5,509,154.31599999999997,Mid Value
14105,5988.83,5,3534,1197.766,High Value
14106,214.79999999999998,1,24,214.79999999999998,Low Value
14107,4877.3,11,3489,443.39090909090913,High Value
14108,1044.96,4,660,261.24,Mid Value
14109,144.2,1,88,144.2,Low Value
14110,12987.95,33,5825,393.57424242424247,VIP
14111,692.85,4,458,173.2125,Mid Value
14112,5834.59,13,3539,448.8146153846154,High Value
14113,7092.610000000001,16,3439,443.28812500000004,High Value
14114,1364.09,7,650,194.86999999999998,Mid Value
14115,622.6700000000001,2,509,311.33500000000004,Mid Value
14116,1382.74,5,707,276.548,Mid Value
14117,90.0,1,72,90.0,Low Value
14118,458.45,1,97,458.45,Low Value
14119,183.37,2,177,91.685,Low Value
14121,2780.15,4,2082,695.0375,Mid Value
14122,362.42,3,114,120.80666666666667,Low Value
14123,436.18,1,234,436.18,Low Value
14124,419.58000000000004,1,1618,419.58000000000004,Low Value
14125,2740.43,3,1640,913.4766666666666,Mid Value
14126,1172.46,4,887,293.115,Mid Value
14127,1900.0800000000002,6,828,316.68,Mid Value
14128,924.21,3,814,308.07,Mid Value
14129,2591.34,9,1414,287.9266666666667,Mid Value
14130,1882.67,4,1239,470.6675,Mid Value
14131,187.87,1,118,187.87,Low Value
14132,3586.0299999999997,11,3368,326.00272727272727,High Value
14133,911.14,4,398,227.785,Mid Value
14134,11123.35,15,5814,741.5566666666667,VIP
14135,9643.92,24,9355,401.83,High Value
14136,1570.81,5,1148,314.162,Mid Value
14137,332.7,1,462,332.7,Low Value
14138,982.3800000000001,2,610,491.19000000000005,Mid Value
14139,1086.8,4,1049,271.7,Mid Value
14140,935.05,2,811,467.525,Mid Value
14141,915.13,4,355,228.7825,Mid Value
14142,983.15,2,831,491.575,Mid Value
14143,115.8,1,30,115.8,Low Value
14144,30.599999999999998,1,12,30.599999999999998,Low Value
14145,7600.05,7,1655,1085.7214285714285,High Value
14146,9450.3,12,5780,787.525,High Value
14147,2590.2,9,995,287.79999999999995,Mid Value
14148,466.29,2,223,233.145,Low Value
14149,446.62,1,218,446.62,Low Value
14150,658.64,2,496,329.32,Mid Value
14151,679.45,2,405,339.725,Mid Value
14152,1997.3400000000001,7,1844,285.3342857142857,Mid Value
14153,233.4,1,312,233.4,Low Value
14154,6460.7,8,3222,807.5875,High Value
14155,118.75,1,25,118.75,Low Value
14156,313946.37,156,165992,2012.4767307692307,VIP
14157,1002.78,5,540,200.55599999999998,Mid Value
14158,507.66,1,781,507.66,Mid Value
14159,7938.01,20,6593,396.9005,High Value
14160,8421.47,7,4661,1203.0671428571427,High Value
14161,3318.88,7,1623,474.1257142857143,High Value
14162,289.36,2,142,144.68,Low Value
14163,2594.62,5,950,518.924,Mid Value
14164,1631.77,2,1033,815.885,Mid Value
14165,122.53999999999999,1,54,122.53999999999999,Low Value
14166,256.85,2,84,128.425,Low Value
14167,1296.49,8,350,162.06125,Mid Value
14168,370.45,2,147,185.225,Low Value
14169,624.4300000000001,2,208,312.21500000000003,Mid Value
14170,597.33,3,290,199.11,Mid Value
14171,498.79,2,211,249.395,Low Value
14172,402.72,3,88,134.24,Low Value
14173,586.0,6,194,97.66666666666667,Mid Value
14174,134.46,1,94,134.46,Low Value
14175,7678.88,8,3009,959.86,High Value
14176,916.01,5,326,183.202,Mid Value
14177,2229.34,13,1048,171.48769230769233,Mid Value
14178,1620.93,7,1505,231.5614285714286,Mid Value
14179,719.78,2,330,359.89,Mid Value
14180,6319.25,33,878,191.49242424242425,High Value
14181,310.55,2,122,155.275,Low Value
14182,678.77,4,174,169.6925,Mid Value
14183,286.29,2,61,143.145,Low Value
14184,452.89,1,127,452.89,Low Value
14185,197.65,1,6,197.65,Low Value
14186,1550.63,5,1550,310.12600000000003,Mid Value
14187,123.5,1,50,123.5,Low Value
14188,2054.36,6,1162,342.3933333333334,Mid Value
14189,5814.39,16,4646,363.399375,High Value
14190,79.9,1,2,79.9,Low Value
14191,4817.66,15,3724,321.1773333333333,High Value
14192,293.74,1,218,293.74,Low Value
14193,1210.19,3,653,403.3966666666667,Mid Value
14194,18670.59,36,10037,518.6275,VIP
14195,2615.6,6,2144,435.93333333333334,Mid Value
14196,335.52,1,142,335.52,Low Value
14197,390.05,1,143,390.05,Low Value
14198,1569.73,9,623,174.41444444444446,Mid Value
14199,1091.7,4,254,272.925,Mid Value
14200,379.2,1,140,379.2,Low Value
14201,1193.54,10,806,119.354,Mid Value
14202,847.76,3,166,282.58666666666664,Mid Value
14203,339.34,1,80,339.34,Low Value
14204,1062.96,4,492,265.74,Mid Value
14205,2414.2,9,1342,268.2444444444444,Mid Value
14206,1185.01,3,930,395.00333333333333,Mid Value
14207,157.8,1,36,157.8,Low Value
14208,567.05,2,529,283.525,Mid Value
14209,4993.27,15,1739,332.8846666666667,High Value
14210,5861.52,16,2604,366.345,High Value
14211,4402.29,18,2575,244.57166666666666,High Value
14212,2190.14,2,2046,1095.07,Mid Value
14213,1192.2,1,244,1192.2,Mid Value
14214,1004.38,5,751,200.876,Mid Value
14215,3416.33,9,2285,379.59222222222223,High Value
14216,2150.04,5,712,430.008,Mid Value
14217,3416.89,23,1256,148.5604347826087,High Value
14218,169.48000000000002,1,160,169.48000000000002,Low Value
14219,633.83,3,363,211.27666666666667,Mid Value
14220,1515.0,4,468,378.75,Mid Value
14221,6517.49,17,3808,383.38176470588235,High Value
14222,683.17,1,607,683.17,Mid Value
14223,991.13,3,585,330.37666666666667,Mid Value
14224,1897.9,9,863,210.8777777777778,Mid Value
14225,2037.02,4,1168,509.255,Mid Value
14226,3002.53,6,1726,500.4216666666667,High Value
14227,6368.71,15,4048,424.5806666666667,High Value
14228,745.5,3,260,248.5,Mid Value
14229,2594.04,7,934,370.57714285714286,Mid Value
14230,979.8000000000001,3,246,326.6,Mid Value
14231,1235.6200000000001,4,610,308.90500000000003,Mid Value
14232,2048.07,5,1941,409.61400000000003,Mid Value
14233,2904.27,7,1261,414.8957142857143,Mid Value
14234,775.46,4,963,193.865,Mid Value
14235,4717.99,9,3014,524.2211111111111,High Value
14236,1744.64,5,812,348.928,Mid Value
14237,632.14,2,276,316.07,Mid Value
14238,434.23,3,189,144.74333333333334,Low Value
14239,4263.17,21,1729,203.00809523809525,High Value
14240,1247.49,3,655,415.83,Mid Value
14241,333.70000000000005,2,242,166.85000000000002,Low Value
14242,280.55,2,123,140.275,Low Value
14243,7431.05,17,3687,437.1205882352941,High Value
14244,366.41999999999996,1,814,366.41999999999996,Low Value
14245,1693.45,2,976,846.725,Mid Value
14246,1474.06,3,804,491.3533333333333,Mid Value
14247,772.66,5,382,154.53199999999998,Mid Value
14248,1032.95,3,692,344.31666666666666,Mid Value
14249,5625.461,12,2487,468.7884166666667,High Value
14250,1904.05,3,1200,634.6833333333333,Mid Value
